,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4768,YnJtrBAvGvQ,18.10.03,MARWA LOUD : On pourrait être copines avec Cardi B #MORNINGCEFRAN,Mouv' - Ta radio hip-hop,10,2018-03-09T17:00:02.000Z,"Marwa Loud""|""Loud""|""Good Morning Cefran""|""Mouv'""|""Radio""|""Lartiste""|""Jul""|""Rihanna""|""Purple Money""|""Rap français",4939,71,13,9,https://i.ytimg.com/vi/YnJtrBAvGvQ/default.jpg,False,False,False
4769,QRWKeEAqYiA,18.10.03,Héritage de Johnny Hallyday: un député dénonce le montage offshore de Mamie Rock,LeGossipTube,22,2018-03-09T13:11:30.000Z,"johnny hallyday‬""|""‪laura smet‬""|""‪david hallyday‬""|""laeticia hallyday‬‪""|""jade hallyday""|""laeticia""|""laura""|""testament de johnny hallyday""|""david""|""johnny""|""#youtube""|""laeticia hallyday johnny""|""david et laura""|""pourquoi laeticia""|""pourquoi laura""|""heritage de johnny""|""nathalie baye""|""sylvie vartan""|""Succession de Johnny Hallyday""|""#LaeticiaHallyday""|""#Johnnyhallyday""|""Laeticia Hallyday""|""hallyday""|""Laura Hallyday""|""Héritage""|""Succession""|""Testament""|""legossiptube""|""boudou",20586,116,26,75,https://i.ytimg.com/vi/QRWKeEAqYiA/default.jpg,False,False,False
4770,d3UeeyMpJiE,18.10.03,Open Workout 18.3 Standards,CrossFit®,17,2018-03-09T01:06:56.000Z,"Functional Fitness""|""Fitness""|""Functional""|""CrossFit""|""The CrossFit Games""|""The Sport of Fitness""|""Forging Elite Fitness""|""Affiliates""|""CrossFit Affiliates""|""2018""|""18.3""|""Standards",136331,602,40,35,https://i.ytimg.com/vi/d3UeeyMpJiE/default.jpg,False,False,False
4771,iZqvT7Ae1lM,18.10.03,AU QUARTIER - HASSAN,Mister Officiel,23,2018-03-07T17:00:03.000Z,"HASSAN""|""1R1F""|""un rebeu une francaise""|""rebeu""|""quartier""|""tieks""|""cité""|""street""|""rue""|""au quartier""|""rebelle""|""un""|""une""|""francaise""|""jul""|""pnl""|""sch""|""déguns""|""moha la squale""|""rk""|""soolking""|""marwa loud""|""yl""|""sofiane""|""dadju""|""zup""|""zep""|""zac""|""paris""|""real""|""neymar",798722,50896,2328,2956,https://i.ytimg.com/vi/iZqvT7Ae1lM/default.jpg,False,False,False
4772,1koFg6bhzlI,18.10.03,H-24 PSG-REAL Les stratégies d’Unaï Emery et Zinedine Zidane,Les Guignols,22,2018-03-05T19:20:45.000Z,"PSG-REAL""|""Zinedine Zidane""|""Unaï Emery""|""paris""|""real madrid""|""psg""|""UCL""|""ligue des champions""|""football""|""stratégies",8666,79,3,5,https://i.ytimg.com/vi/1koFg6bhzlI/default.jpg,False,False,False
4773,xbsjdytnsGE,18.10.03,Julian Alaphilippe - interview d'arrivée - 6e étape - Paris-Nice 2018,Cycling Pro Net,24,2018-03-09T16:15:41.000Z,"Julian Alaphilippe""|""Quick Step""|""Cycling""|""Road Pro Cycling""|""Paris Nice",3832,45,0,0,https://i.ytimg.com/vi/xbsjdytnsGE/default.jpg,False,False,False
4774,Ph54wQG8ynk,18.10.03,Camila Cabello - Never Be the Same,CamilaCabelloVEVO,10,2018-03-08T14:00:01.000Z,"camila cabello""|""camila""|""camila full album""|""havana""|""never be the same""|""all these years""|""she loves control""|""inside out""|""consequences""|""somethings gotta give""|""in the dark""|""into it""|""crying in the club""|""i have questions""|""fifth harmony""|""camilizers""|""harmonizers""|""Camila Cabello""|""Never Be the Same""|""Pop""|""Syco Music/Epic",5412087,506300,13163,40505,https://i.ytimg.com/vi/Ph54wQG8ynk/default.jpg,False,False,False
4775,XqSmqJtwVCQ,18.10.03,LE JET PACK DANS LA BOUTIQUE !!! OMG ENFIN GO TOP 1,JIBRAINI,20,2018-03-10T03:04:04.000Z,"LIVE FR""|""Live fr""|""omg""|""mal""|""degustation""|""doritos""|""vapote""|""live""|""JIBRAINI""|""gta""|""gta ps4""|""cod ps4""|""en direct""|""facecam fr""|""live facecam""|""live fr""|""facecam""|""raid""|""de""|""remplis""|""fum""|""chambre""|""top 1""|""top 1 fornite""|""fornite top 1""|""Fortnite""|""#PS4Live""|""Sony Interactive Entertainment""|""PlayStation 4""|""abonn""|""jouez""|""fornite""|""!!""|""és""|""venez""|""serveur discord""|""#fortnite""|""#bug""|""PS4""|""#top1""|""#ps4""|""OUSSOUSKILL""|""yacine42100""|""tk78 lebouseuh""|""rage fornite",33500,2436,567,11,https://i.ytimg.com/vi/XqSmqJtwVCQ/default.jpg,False,False,False
4776,jxLHfcKjL-Y,18.10.03,LES PIRES SNAP DE GOSSES DE RICHES !,TheFragHD,20,2018-03-09T17:12:09.000Z,"les pires snap de riche""|""snapchat""|""snap""|""les pires snap""|""riche""|""riches""|""gosses de riches""|""gosse de riche""|""les pires""|""pire""|""pires""|""pire snap""|""pire snapchat""|""pires snap de riche""|""pires snap""|""les pires snapchat""|""enfant de riche""|""les pires snapchat de riche""|""les pires snapchat de personnes riches""|""les pire snapchat de riche""|""les pire snap de riche""|""the frag hd""|""thefraghd",27690,3703,178,606,https://i.ytimg.com/vi/jxLHfcKjL-Y/default.jpg,False,False,False
4777,WeAJuyytN_Q,18.10.03,"Նռան հատիկ, Սերիա 125 / Pomegranate seed / Nran hatik",PanArmenian TV,1,2018-03-09T18:30:00.000Z,"Նռան հատիկ""|""Սերիա 125""|""Pomegranate seed""|""Nran hatik""|""դիանա գրիգորյան""|""արմենիա թի-վի""|""արմենիա պրեմիում""|""seria 125""|""diana grigoryan""|""armenia tv""|""armenia premium""|""panarmeniantv""|""2018""|""ucom",95167,313,93,107,https://i.ytimg.com/vi/WeAJuyytN_Q/default.jpg,False,False,False
4778,2JoqBa4S9Z8,18.10.03,IDGAF ( FRENCH VERSION ) DUA LIPA ( SARA'H COVER ),Sara'h Officiel,10,2018-03-09T17:55:23.000Z,"IDGAF""|""DUA LIPA""|""cover""|""french cover""|""despacito french cover""|""despacito en français""|""sarah""|""sarah cover""|""sara'h",127722,13501,176,944,https://i.ytimg.com/vi/2JoqBa4S9Z8/default.jpg,False,False,False
4779,T-B3r0Btwtw,18.10.03,Recette du Gâteau Brésilien Despacito,JustInCooking,26,2018-03-09T16:25:09.000Z,"recette""|""recipe""|""gâteau""|""gateau""|""cake""|""despacito""|""brésilien""|""bresilien""|""mousse""|""chocolat""|""café""|""cafe""|""génoise""|""genoise""|""imbibée""|""imbibee""|""sirop""|""lait""|""chocolate""|""pâtisserie""|""patisserie""|""pastry""|""tuto""|""tutoriel""|""dessert""|""desserts""|""gourmandise""|""facile""|""rapide",10477,1469,9,201,https://i.ytimg.com/vi/T-B3r0Btwtw/default.jpg,False,False,False
4780,u7TcvjvB0Ic,18.10.03,"Le cirque Neymar reprend, l'OM et l'OL c'est fort - La Quotidienne #213",Téléfoot,17,2018-03-09T17:28:45.000Z,"telefoot""|""football""|""tf1""|""la quotidienne""|""romain chemoul""|""neymar""|""psg""|""paris""|""mercato""|""transfert""|""barça""|""fc barcelone""|""real madrid""|""om""|""ol""|""marseille""|""lyon""|""ligue europa""|""c3""|""nepal""|""liga""|""sergio ramos""|""voiture",80744,3638,80,262,https://i.ytimg.com/vi/u7TcvjvB0Ic/default.jpg,False,False,False
4781,rWWodtepNRU,18.10.03,L'ADDITION - EMY LTR ft DARKO CTTG,Emy LTR,23,2018-03-08T16:00:05.000Z,"couple""|""journée""|""femme""|""boxe""|""ring""|""combat""|""date""|""rencart""|""signal",307848,38550,794,1279,https://i.ytimg.com/vi/rWWodtepNRU/default.jpg,False,False,False
4782,HD0bG0r6qEM,18.10.03,BONUS + SCÈNES COUPÉES #40 - CONTRÔLE DE POLICE,Le Woop,23,2018-03-07T17:00:02.000Z,"Woop""|""Contrôle de police""|""contrôle d'identité""|""woop gang""|""le woop",394612,22185,250,330,https://i.ytimg.com/vi/HD0bG0r6qEM/default.jpg,False,False,False
4783,N3YdUezWRxM,18.10.03,On a SAUVE une riviere d'une POLUTION !  | Zap n°2 | en Ariège,Les Poissons et Le Pêcheur,17,2018-03-09T16:00:01.000Z,"Pêche""|""fishing",3223,193,5,67,https://i.ytimg.com/vi/N3YdUezWRxM/default.jpg,False,False,False
4784,fC8gutkCu1c,18.10.03,[OFFICIAL VIDEO] New Rules x Are You That Somebody? - Pentatonix,PTXofficial,10,2018-03-09T14:59:22.000Z,"Pentatonix""|""Penatonix""|""PTX""|""PTXofficial""|""Mitch Grassi""|""Kirstie Maldonado""|""Scott Hoying""|""Avi Kaplan""|""Kevin""|""Olusola""|""K-O.""|""Cello""|""Cellobox""|""Beatbox""|""A Cappella""|""Harmony""|""Acapella""|""Acappela""|""Choir""|""Singing Competition""|""The Sing-Off""|""Sing-Off""|""Reality TV""|""Sing""|""Singing""|""Chorus""|""Sara Bareilles""|""Shawn Stockman""|""Ben Folds""|""Ben Folds 5""|""American Idol""|""X-Factor""|""The Voice""|""Voice""|""Pitch Perfect""|""dua lipa""|""new rules""|""dua""|""lipa",930217,87965,1645,5578,https://i.ytimg.com/vi/fC8gutkCu1c/default.jpg,False,False,False
4785,6Pvrm8Bdh0Y,18.10.03,عندي ما نقلك 2018/03/09 الجزء الثاني Andi ManKolek  09/03/2018 Partie 02,Laazhar Tube,10,2018-03-09T22:10:36.000Z,"عندي ما نقلك""|""Andi ManKolek",20299,124,15,25,https://i.ytimg.com/vi/6Pvrm8Bdh0Y/default.jpg,False,False,False
4786,sppXOYDJLEM,18.10.03,LE MEILLEUR PILOTE EN MOTO TRIAL ! (Cadeaux à gagner),Aurelien Fontenoy,17,2018-03-09T16:30:03.000Z,"aurelfontenoy""|""aurelien fontenoy""|""velo""|""moto""|""moto trial""|""velo trial""|""vtt""|""bmx""|""motorbike""|""xtrial""|""x trial""|""paris bercy""|""benoit bincaz""|""toni bou""|""adam raga""|""motocross""|""competition",43015,2887,37,167,https://i.ytimg.com/vi/sppXOYDJLEM/default.jpg,False,False,False
4787,hyZ4f0tyO2E,18.10.03,الشاب لم يتمالك نفسه امام الجميلة رقص عرس روعة,top videos  HD,22,2018-03-09T18:31:46.000Z,"dance chaabi""|""dance jadid""|""dance mariage""|""dance new""|""dance hd""|""dance top""|""رقص شعبي""|""رقص اعراس""|""رقص مغربي""|""رقص جزائري""|""رقص واي واي""|""رقص 2018""|""رقص روعة",373178,1545,654,344,https://i.ytimg.com/vi/hyZ4f0tyO2E/default.jpg,False,False,False
4788,QgQ-yIEZpPM,18.10.03,[Zap Télé] M. SCHIAPPA RÉVÈLE UN PROJET DE LOI DANS TPMP ! (09/03/18),Zap Télé,24,2018-03-09T12:07:19.000Z,"marlène schiappa""|""monsieur poulpe""|""tweet""|""journée de la femme""|""féminisme""|""féministe""|""beyonce""|""schiappa""|""tpmp""|""hanouna""|""zapping""|""dernier zapping""|""zap tele""|""zap-tele""|""zaptele""|""zaptele.com""|""zappings""|""zapping aujourdh'ui""|""zap""|""zap actu""|""zap télévision""|""zapping tele",82991,533,87,658,https://i.ytimg.com/vi/QgQ-yIEZpPM/default.jpg,False,False,False
4789,HkxVlOGCtjc,18.10.03,🚗 Xsara #1 : Réparation du faisceau porte conducteur,La taverne de John-John,28,2018-03-09T18:05:11.000Z,[none],2821,244,3,57,https://i.ytimg.com/vi/HkxVlOGCtjc/default.jpg,False,False,False
4790,4fYl-0YIo24,18.10.03,Marwa loud-ca y est ft. jul,nacer TV,22,2018-03-09T11:09:58.000Z,[none],26072,582,9,19,https://i.ytimg.com/vi/4fYl-0YIo24/default.jpg,False,False,False
4791,bxOTsRD03mM,18.10.03,"Pierre menes cartonne le PSG : Nul vs Real Madrid , Mbappé et di maria faut les vendres !",HALIRIPA,17,2018-03-09T21:18:02.000Z,"PSG""|""Real Madrid""|""Mbappé skills football""|""Football",62866,481,146,151,https://i.ytimg.com/vi/bxOTsRD03mM/default.jpg,False,False,False
4792,j1V6b12Z2tY,18.10.03,Et Si on Créait un Trou Noir Sur Terre ? (en 360s),Poisson Fécond,27,2018-03-07T17:28:49.000Z,"chris conte""|""poisson fécond""|""khundar""|""trou noir""|""astronomie""|""physique""|""et si""|""galaxie""|""sf""|""hawking""|""fontaine blanche""|""supernova""|""donald trump""|""cern""|""recherche""|""360",618177,38113,658,3252,https://i.ytimg.com/vi/j1V6b12Z2tY/default.jpg,False,False,False
4793,irw3YQxiUOs,18.10.03,Robert Mueller Investigates Trump's Kremlin Back Channel: A Closer Look,Late Night with Seth Meyers,23,2018-03-09T02:17:12.000Z,"late night""|""seth meyers""|""closer look""|""trump""|""Robert Mueller""|""investigates""|""Trump""|""Kremlin""|""Back Channel""|""NBC""|""NBC TV""|""television""|""funny""|""talk show""|""comedy""|""humor""|""stand-up""|""parody""|""snl seth meyers""|""host""|""promo""|""seth""|""meyers""|""weekend update""|""news satire""|""satire""|""Erik Prince""|""Blackwater""|""Stormy Daniels""|""David Dennison""|""Michael Cohen",1323176,15084,716,1710,https://i.ytimg.com/vi/irw3YQxiUOs/default.jpg,False,False,False
4794,89RHSKTP73w,18.10.03,Cette Box protège vos objets connectés des pirates DQJMM (2/2),01netTV,28,2018-03-09T19:00:00.000Z,"High-tech""|""Bitdefender""|""routeur 4G/wifi""|""Netgear""|""Baladeur""|""pioneer""|""Olympus""|""dictaphone",3888,127,11,17,https://i.ytimg.com/vi/89RHSKTP73w/default.jpg,False,False,False
4795,hALN-Ts6kP4,18.10.03,LARQUÉ - EUROPA LEAGUE : UN CLUB FRANÇAIS PEUT-IL LA GAGNER ? (09/03/18),Zap Actu Sport,17,2018-03-09T18:02:06.000Z,"Zap""|""actu""|""sport""|""Larqué europa league""|""larqué foot""|""larqué ol""|""larqué om""|""larqué foot om""|""larqué foot ol""|""Larqué foot europa league""|""Om bilbao""|""Cska moscou OL""|""Actu ol""|""Actu om""|""Om europa league""|""Ol europa league""|""club français europa league""|""France europa league""|""Larqué courbis OM""|""Larqué et courbis europa league""|""Debrief Om bilbao",4642,22,4,13,https://i.ytimg.com/vi/hALN-Ts6kP4/default.jpg,False,False,False
4796,dcdcWJYJX_U,18.10.03,Les promos pour la journée des droits des femmes - Le Moment Meurice,France Inter,23,2018-03-08T17:38:43.000Z,"France Inter""|""8 mars 2018""|""Le moment de Meurice""|""Arthur Teboul""|""Guillaume Meurice",85402,1664,66,78,https://i.ytimg.com/vi/dcdcWJYJX_U/default.jpg,False,False,False
4797,7vFTlaRKx6s,18.10.03,Petit Live ❤,†Katherina PullipLove2.0†,20,2018-03-10T00:45:25.000Z,[none],3316,387,52,8,https://i.ytimg.com/vi/7vFTlaRKx6s/default.jpg,False,False,False
4798,Ps1yNmONQLg,18.10.03,"CROSSFIT OPEN 18.3 TUTORIEL COMPLET ! Échauffement, mobilité, stratégie WOD et conseils spécifiques",Jack's Team,17,2018-03-09T17:08:49.000Z,"Jack's team""|""train2compete tutoriel""|""crossfit open 18.3 tutoriel""|""tuto open 18.3""|""conseils open 18.3""|""conseils crossfit open 18.3""|""tutoriel open 18.3""|""open 18.3""|""crossfit open 18.3""|""jack's team open""|""conseils open 2018""|""tutoriel open 2018""|""wod 18.3""|""conseils wod 18.3""|""18.3 workout conseils""|""conseils workout 18.3""|""conseils open workout 18.3""|""tutoriel open workout 18.3""|""tutoriel open wod 18.3""|""open wod 18.3""|""tutoriel wod 18.3""|""tutoriel crossfit""|""train2compete programmation",3342,65,2,11,https://i.ytimg.com/vi/Ps1yNmONQLg/default.jpg,False,False,False
4799,dP6Cg2MbfUk,18.10.03,Tomorrowland Winter 2019 | Concept Animation,Tomorrowland,24,2018-03-09T13:07:13.000Z,"tomorrowland""|""belgium""|""boom""|""edm""|""festival""|""music",56313,3025,32,160,https://i.ytimg.com/vi/dP6Cg2MbfUk/default.jpg,False,False,False
4800,vK5CFns5Dbo,18.10.03,David Hallyday : son ex femme Estelle Lefébure a décidé de sortir de son mutisme,koi de neuf? Buzz,24,2018-03-08T12:00:55.000Z,"David Hallyday""|""Estelle Lefébure",80786,194,81,23,https://i.ytimg.com/vi/vK5CFns5Dbo/default.jpg,False,False,False
4801,MQVD6Svzs_A,18.10.03,"LIBOKE Ep 7 Fin Theatre Congolais avec Buyibuyi,Mosantu, Daddy,Darling,Alain,Makambo,Ebakata",topvision1,1,2018-03-09T12:03:26.000Z,Top vision Theatre congolais,26578,398,27,220,https://i.ytimg.com/vi/MQVD6Svzs_A/default.jpg,False,False,False
4802,wSV_6tdJats,18.10.03,Kuladheivam SUN TV Episode - 867 (09-03-18),THIRU TV,24,2018-03-09T14:30:01.000Z,"kuladheivam""|""kuladheivam 09.03.2018.""|""kuladheivam episode 867” suntv kuladheivam 09/03/2018.""|""kuladeivam sun tv serial""|""kuladheivam new serial""|""kuladheivam new sun tv serial""|""kuladheivam nadhaswaram replacement""|""nadhaswaram""|""thiru tv""|""kulatheivam 09.03.2018.""|""kuladheivam 09-03-18.""|""kulatheivam episode 867” SUN TV SERIAL""|""kuladheivam today""|""kulatheivam today""|""kuladheivam yesterday""|""kulatheivam yesterday""|""kulatheivam serial 09.03.2018""|""thirupictures""|""thirumurugan""|""thirutv",180301,670,273,41,https://i.ytimg.com/vi/wSV_6tdJats/default.jpg,False,False,False
4803,ZEFIDkwoozM,18.10.03,احتفالا بعيد المرأة..ايكو يقدم سكيتش مضحك جدا من قلب المعهد الملكي للشرطة,Lalla plus,22,2018-03-09T15:50:20.000Z,"medradio""|""lalamoulati""|""lala""|""moulati""|""lalla""|""lallamoulati""|""لالة""|""مولاتي""|""لالة مولاتي""|""أخبار""|""خبر""|""اليوم""|""المغرب""|""تلفزيون""|"";تلفزة""|""إلكترونية""|""تلفزة""|"";خبر""|""عاجل""|""News""|""Breaking""|""Press""|""Maroc""|""Infos""|""Chouf""|""tv""|""chouf""|""2016""|""chouftv""|""شوف""|""تيفي""|""عيد""|""الحب""|""ihab""|""remix""|""ايهاب""|""امير""|""سفاح""|""الجديدة""|""مباشرة""|""معكم""|""نسولو""|""الناس""|""ابتسام""|""تسكت""|""chof""|""دنيا""|""بوطازوت""|""choufmedia""|""الزين""|""لي""|""فيك""|""الزواج""|""شباط""|""سعد""|""المجر",126566,1497,221,194,https://i.ytimg.com/vi/ZEFIDkwoozM/default.jpg,False,False,False
4804,CgTBxHUk34U,18.10.03,MON COPAIN FAIS DU SLIME POUR LA PREMIERE FOIS!!??,ÉlodieCréa,1,2018-03-09T16:06:50.000Z,[none],10656,705,30,421,https://i.ytimg.com/vi/CgTBxHUk34U/default.jpg,False,False,False
4805,6phhQjOq-F4,18.10.03,FIFA 18 - PACK OPENING PATH TO GLORY + ON RECUPERE SALAH 92 POTM !!!,robert 87000,20,2018-03-09T22:10:04.000Z,"fifa 18""|""fut 18""|""path to glory""|""salah sbc""|""potm""|""potm fifa 18""|""salah fifa 18""|""path to glory fifa 18""|""packs fifa 18",57882,2899,83,18,https://i.ytimg.com/vi/6phhQjOq-F4/default.jpg,False,False,False
4806,qB7BVTzqyhQ,18.10.03,OM 3 - 1 BILBAO | LE RÉSUMÉ DU MATCH,OM,17,2018-03-08T22:57:58.000Z,"Olympique de Marseille""|""OM""|""Marseille""|""football""|""soccer""|""Fútbol""|""Europa league""|""el""|""ligue europa""|""europe""|""bilbao""|""athletic bilbao""|""#OMATH""|""OMATH""|""ATH""|""Athletic",71933,1291,52,148,https://i.ytimg.com/vi/qB7BVTzqyhQ/default.jpg,False,False,False
4807,47ucgB7GxM0,18.10.03,Les Marseillais Australia épisode 10,Web TV,24,2018-03-09T08:58:44.000Z,"Les Marseillais Australia""|""Les Marseillais""|""Les Marseillais Australia épisode 10""|""Les Marseillais Australia épisode 11""|""Les Marseillais Australia épisode 10 8 -03- 2018",14443,69,8,4,https://i.ytimg.com/vi/47ucgB7GxM0/default.jpg,False,False,False
4808,OW2SQw81dfs,18.10.03,T'as Pas Du Gloss #125 Retour sur les meilleurs souvenirs ❤,Maybelline New York FR,26,2018-03-08T16:30:01.000Z,"Gemey""|""maybelline""|""maybelline new york""|""t'as pas du gloss?""|""tapa du gloss""|""t a pas du gloss""|""correcteurs""|""poudres""|""contouring""|""strobing""|""Makeup""|""Maquillage""|""enjoyphoenix""|""yoko nail art""|""nail art facile""|""palette de fard à paupières""|""fond de teint""|""crayon à lèvres""|""rouge à lèvres""|""gloss""|""mon coach sourcils""|""colorshow""|""maquillage lèvres""|""maquillage yeux""|""maquillage teint""|""vernis à ongles""|""conseils""|""tutos make up""|""tutos maquillage""|""tutoriel maquillage""|""makeup squad""|""make up squad",37798,2540,42,111,https://i.ytimg.com/vi/OW2SQw81dfs/default.jpg,False,False,False
4809,iDGpHAZXTfc,18.10.03,ENERGIES DE LA SEMAINE DU 12 AU 18 MARS 2018,Solveig Gwyr,22,2018-03-09T16:52:44.000Z,[none],3611,254,8,42,https://i.ytimg.com/vi/iDGpHAZXTfc/default.jpg,False,False,False
4810,vjnqABgxfO0,18.10.03,The Grinch - Official Trailer (HD),Illumination,24,2018-03-08T16:00:08.000Z,"Minions""|""Movie""|""Trailer""|""Despicable Me""|""banana""|""kevin""|""bob""|""official""|""Minion""|""stuart""|""Illumination""|""Illumination Entertainment""|""minions""|""movie clip",3221044,48369,13805,9578,https://i.ytimg.com/vi/vjnqABgxfO0/default.jpg,False,False,False
4811,Y-AzxG35dvY,18.10.03,Au coeur de la Russie de Poutine avec Anne Nivat - C à Vous - 09/03/2018,C à vous,24,2018-03-09T18:59:02.000Z,"c à vous""|""france 5""|""anne-elisabeth lemoine""|""maxime switek""|""pierre lescure""|""patrick cohen""|""marion ruggieri""|""anne nivat""|""Russie",6533,23,8,9,https://i.ytimg.com/vi/Y-AzxG35dvY/default.jpg,False,False,False
4812,pc7fYt7-_N0,18.10.03,İstanbullu Gelin 40.Bölüm Tek Parça Full HD İzle.,Parola HD,22,2018-03-09T21:31:01.000Z,[none],25413,238,42,38,https://i.ytimg.com/vi/pc7fYt7-_N0/default.jpg,False,False,False
4813,ppeOIOhHfbs,18.10.03,L'interview Fragile de Lorenzo  | GLAMOUR,Glamour Paris,19,2018-03-08T18:39:33.000Z,"lorenzo""|""interview""|""fragile""|""glamour""|""love""|""mamene""|""rap""|""columbine""|""rap français",115520,3246,64,90,https://i.ytimg.com/vi/ppeOIOhHfbs/default.jpg,False,False,False
4814,sV6gvHwTXVw,18.10.03,Vous ne verrez rien de plus beau avec du Nutella cette année,Bon Ap’,26,2018-03-09T17:00:09.000Z,"bon ap’""|""bon appétit""|""recette""|""gourmand""|""cuisine""|""food""|""ingrédients",5393,285,9,9,https://i.ytimg.com/vi/sV6gvHwTXVw/default.jpg,False,False,False
4815,_yKJgX9EKZc,18.10.03,Le dernier kilomètre en vidéo - Cyclisme - Tirreno Adriatico,L'ÉQUIPE,17,2018-03-09T15:37:22.000Z,"Cyclisme sur route""|""Tirreno-Adriatico""|""Tirreno-Adriatico 2018""|""Etape 3 / Follonica - Trevi""|""L'Equipe 21""|""Claire Florimond",2927,32,0,3,https://i.ytimg.com/vi/_yKJgX9EKZc/default.jpg,False,False,False
4816,R2YVa4Nirsc,18.10.03,30 SMART TRICKS TO MAKE YOUR LIFE EASIER,5-Minute Crafts,26,2018-03-09T13:30:02.000Z,"5-Minute Crafts""|""DIY""|""Do it yourself""|""crafts""|""trucos""|""trucos de belliza""|""proyectos faciles""|""useful things""|""lifehacks""|""tricks""|""tips""|""DIY projects""|""DIY activities""|""Handcraft""|""Tutorial""|""princess""|""leia""|""star""|""wars""|""comics""|""cleaning""|""clean""|""bathroom""|""hell's kitchen""|""can opener""|""tampon""|""pad""|""towel ideas""|""cable ties""|""best""|""party""|""ever""|""plastic wrap""|""crazy""|""everyday""|""insane""|""life""|""essential""|""dream""|""brilliant""|""towel""|""towel hacks""|""everyday hacks",2373383,23563,2179,1174,https://i.ytimg.com/vi/R2YVa4Nirsc/default.jpg,False,False,False
4817,Dmsg50SQlOY,18.10.03,22 ASTUCES ET BRICOLAGES TROP MIGNONS À ESSAYER SUR LE CHAMPS,BRICO SYMPA,26,2018-03-09T15:30:00.000Z,"Brico Sympa""|""Fait-Maison""|""Fait-main""|""Bricolage""|""Travaux manuels""|""astuces""|""trucs""|""combine""|""projets faciles""|""choses utiles""|""activités manuelles""|""artisanat""|""savoir-faire""|""art""|""habileté""|""tuto""|""ours en gélatine""|""gélatine""|""mignon""|""trop mignon""|""colle chaude""|""pistolet à colle""|""gelée""|""astuces faciles""|""faciliter la vie""|""spinner""|""fabriquer un spinner""|""fidget spinner""|""bulle""|""machine à bulle""|""ballon""|""paille""|""fleurs en papier""|""origami""|""fabriquer des fleurs""|""cadre photo""|""spinner en papier""|""anti-stress",6397,188,7,36,https://i.ytimg.com/vi/Dmsg50SQlOY/default.jpg,False,False,False
4818,y1NTcp1-epk,18.10.03,رفقة دافقير وزينبي.. الرمضاني يحاور أخنوش على ميد راديو,kifache.tv,25,2018-03-09T20:56:37.000Z,"kifache.tv""|""كيفاش تيفي""|""kifache tv""|""maroc""|""كيفاش""|""medradio""|""kifache.com""|""kifache""|""kifache24""|""كيفاش.كوم""|""كيفاش.تيفي""|""قفص""|""الاتهام""|""رضوان""|""الرمضاني""|""Kafas""|""alitiham""|""itiham""|""Ghazali""|""Lamjarred",51374,510,340,403,https://i.ytimg.com/vi/y1NTcp1-epk/default.jpg,False,False,False
4819,HkSV_OnDaCY,18.10.03,McDonald's And Barbie Honor International Women's Day,The Late Show with Stephen Colbert,24,2018-03-09T08:35:00.000Z,"The Late Show""|""Late Show""|""Stephen Colbert""|""Steven Colbert""|""Colbert""|""celebrity""|""celeb""|""celebrities""|""late night""|""talk show""|""comedian""|""comedy""|""CBS""|""joke""|""jokes""|""funny""|""funny video""|""funny videos""|""humor""|""hollywood""|""famous""|""Intro Monologue""|""General Comedy""|""Nonrecurring""|""Topical",521970,7187,190,699,https://i.ytimg.com/vi/HkSV_OnDaCY/default.jpg,False,False,False
4820,kOfo1zdqaZQ,18.10.03,Scènes de classe #24 : CHUT ! - Avignon (France),Brèves de classe,1,2018-03-09T15:00:03.000Z,"brèves de classe""|""breves de classe""|""scenes de classe""|""scènes de classe""|""wébserie classe""|""pascal jousse""|""école à la maison""|""école primaire""|""CE2""|""CM1""|""CM2""|""Avignon""|""Ecole Saint-jean""|""école saint jean avignon""|""Nathalie Courbin",5767,191,12,33,https://i.ytimg.com/vi/kOfo1zdqaZQ/default.jpg,False,False,False
4821,wKTt8Tdeb5Y,18.10.03,Georges Brassens - Les passantes,GeorgesBrassensVEVO,10,2018-03-08T05:00:02.000Z,"Georges""|""Brassens""|""Les""|""passantes""|""Universal""|""Music""|""Division""|""Mercury""|""Records""|""French""|""Pop""|""Georges Brassens""|""Les Passantes""|""Charlotte Abramow""|""Angèle""|""Marion Seclin""|""Journée internationale des droits de la femme",117931,7163,474,489,https://i.ytimg.com/vi/wKTt8Tdeb5Y/default.jpg,False,False,False
4822,Eould6mF-nA,18.10.03,Laeticia Hallyday dispose d’une arme redoutable face à Laura et David,new horizon,22,2018-03-09T14:49:23.000Z,[none],6604,42,25,41,https://i.ytimg.com/vi/Eould6mF-nA/default.jpg,False,False,False
